UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,client_id
7946,L55125,L,300.8,311.7,1655,32.2,12,0,0,0,0,0,0,client_1
9888,L57067,L,298.8,309.5,1368,44.7,147,0,0,0,0,0,0,client_1
1946,L49125,L,298.1,308.1,1616,32.8,65,0,0,0,0,0,0,client_1
3794,L50973,L,302.3,310.9,1379,49.3,34,1,0,1,0,0,0,client_1
9806,L56985,L,298.4,309.2,1651,28.5,141,0,0,0,0,0,0,client_1
3254,L50433,L,301.1,309.6,1502,48.9,160,0,0,0,0,0,0,client_1
8237,L55416,L,299.2,310.6,1498,41.1,88,0,0,0,0,0,0,client_1
5776,L52955,L,301.6,311.1,1907,21.5,102,0,0,0,0,0,0,client_1
7825,L55004,L,299.9,311.3,1535,38.1,160,0,0,0,0,0,0,client_1
7726,L54905,L,300.6,311.7,1744,26.9,111,0,0,0,0,0,0,client_1
9671,L56850,L,299.0,310.2,1690,30.7,244,0,0,0,0,0,0,client_1
2950,M17809,M,300.7,309.5,1470,48.7,21,0,0,0,0,0,0,client_1
8870,L56049,L,297.9,309.0,1528,37.5,54,0,0,0,0,0,0,client_1
6478,L53657,L,300.5,309.7,1841,24.6,143,0,0,0,0,0,0,client_1
2576,L49755,L,299.5,309.3,1422,49.2,179,0,0,0,0,0,0,client_1
1690,L48869,L,297.9,307.5,1561,37.7,16,0,0,0,0,0,0,client_1
4824,L52003,L,303.5,311.9,1493,38.7,14,0,0,0,0,0,0,client_1
7945,L55124,L,300.8,311.7,1414,49.0,10,0,0,0,0,0,0,client_1
4664,L51843,L,303.3,311.3,1389,53.9,39,0,0,0,0,0,0,client_1
7791,L54970,L,300.1,311.4,1729,29.3,71,0,0,0,0,0,0,client_1
4800,L51979,L,303.5,312.5,1418,42.2,170,0,0,0,0,0,0,client_1
3681,L50860,L,302.2,311.5,1744,31.2,172,0,0,0,0,0,0,client_1
4269,L51448,L,302.7,311.0,1694,29.8,150,0,0,0,0,0,0,client_1
6361,L53540,L,300.1,309.7,1441,40.1,46,0,0,0,0,0,0,client_1
7470,L54649,L,300.3,311.6,1607,33.5,109,0,0,0,0,0,0,client_1
7095,L54274,L,300.6,310.2,1447,45.9,17,0,0,0,0,0,0,client_1
8156,L55335,L,299.5,310.8,1283,52.4,112,0,0,0,0,0,0,client_1
4044,M18903,M,302.0,310.8,1445,46.3,17,0,0,0,0,0,0,client_1
4853,L52032,L,303.7,312.2,1619,34.9,92,0,0,0,0,0,0,client_1
6344,L53523,L,300.2,309.8,1827,23.0,6,0,0,0,0,0,0,client_1
5618,L52797,L,303.1,312.4,1404,61.5,127,1,0,0,1,0,0,client_1
3438,L50617,L,301.5,310.5,2297,15.8,191,0,0,0,0,0,0,client_1
5700,L52879,L,302.4,311.9,1867,25.9,121,0,0,0,0,0,0,client_1
74,L47253,L,299.0,309.1,1592,35.0,200,0,0,0,0,0,0,client_1
4314,L51493,L,301.4,310.1,1502,46.6,37,0,0,0,0,0,0,client_1
7341,L54520,L,299.7,310.3,1386,46.6,2,0,0,0,0,0,0,client_1
3838,L51017,L,302.4,311.2,1450,47.9,154,0,0,0,0,0,0,client_1
695,L47874,L,297.6,309.1,1394,50.0,62,0,0,0,0,0,0,client_1
2914,L50093,L,300.7,309.6,1541,34.6,131,0,0,0,0,0,0,client_1
6581,L53760,L,301.3,310.4,1507,39.1,194,0,0,0,0,0,0,client_1
6552,L53731,L,301.4,310.7,1616,36.5,121,0,0,0,0,0,0,client_1
7489,L54668,L,300.3,311.7,1545,43.5,160,0,0,0,0,0,1,client_1
7373,L54552,L,299.6,310.2,1473,42.7,81,0,0,0,0,0,0,client_1
8357,M23216,M,298.6,309.6,1344,59.4,200,0,0,0,0,0,0,client_1
1903,L49082,L,298.0,307.6,1694,29.1,169,0,0,0,0,0,0,client_1
5756,L52935,L,302.1,311.4,1391,49.2,52,0,0,0,0,0,0,client_1
6781,L53960,L,301.3,310.8,1560,38.5,52,0,0,0,0,0,0,client_1
1243,L48422,L,297.1,308.4,1468,44.4,197,0,0,0,0,0,0,client_1
8637,L55816,L,297.5,308.4,1723,27.3,67,0,0,0,0,0,0,client_1
1758,M16617,M,298.1,307.4,1335,56.2,190,0,0,0,0,0,0,client_1
8621,L55800,L,297.6,308.5,1475,42.4,24,0,0,0,0,0,0,client_1
6901,L54080,L,301.0,311.7,1670,31.3,150,0,0,0,0,0,0,client_1
9324,L56503,L,298.6,309.4,1447,40.2,173,0,0,0,0,0,0,client_1
2780,L49959,L,300.1,309.5,1353,50.9,34,0,0,0,0,0,0,client_1
6883,L54062,L,300.9,311.4,2073,21.4,105,0,0,0,0,0,0,client_1
6386,L53565,L,300.1,309.7,1410,48.3,118,0,0,0,0,0,0,client_1
5389,M20248,M,302.8,312.3,1432,49.0,218,0,0,0,0,0,0,client_1
8789,L55968,L,297.4,308.5,1369,53.2,43,0,0,0,0,0,0,client_1
7430,L54609,L,300.0,311.4,1590,33.6,5,0,0,0,0,0,0,client_1
7131,L54310,L,300.6,309.9,1428,48.8,109,0,0,0,0,0,0,client_1
4095,L51274,L,302.0,310.5,1651,30.9,146,0,0,0,0,0,0,client_1
4381,L51560,L,301.9,309.6,1410,49.0,223,0,0,0,0,0,0,client_1
5593,L52772,L,302.5,311.9,1437,46.7,65,0,0,0,0,0,0,client_1
1850,L49029,L,297.7,307.2,1668,32.7,31,0,0,0,0,0,0,client_1
8427,L55606,L,299.1,310.5,1628,35.9,174,0,0,0,0,0,0,client_1
2995,L50174,L,300.5,309.8,1461,52.5,146,0,0,0,0,0,0,client_1
117,L47296,L,298.9,308.7,1564,34.1,99,0,0,0,0,0,0,client_1
1645,L48824,L,298.0,307.8,1622,33.3,121,0,0,0,0,0,0,client_1
941,L48120,L,295.6,306.2,1443,48.9,33,0,0,0,0,0,0,client_1
7788,L54967,L,300.3,311.5,1378,47.5,64,0,0,0,0,0,0,client_1
288,L47467,L,298.2,308.3,1805,31.6,96,0,0,0,0,0,0,client_1
9680,L56859,L,299.1,310.2,1598,33.4,20,0,0,0,0,0,0,client_1
5679,M20538,M,302.2,311.7,1584,36.2,63,0,0,0,0,0,0,client_1
1882,L49061,L,298.0,307.6,1548,45.8,111,0,0,0,0,0,0,client_1
2075,L49254,L,299.5,309.4,1602,31.5,193,0,0,0,0,0,0,client_1
2881,L50060,L,300.7,309.5,1541,37.2,48,0,0,0,0,0,0,client_1
7609,L54788,L,300.5,311.4,1642,27.1,37,0,0,0,0,0,0,client_1
2053,L49232,L,299.5,309.3,1477,40.4,138,0,0,0,0,0,0,client_1
5765,L52944,L,301.7,311.2,1589,37.9,75,0,0,0,0,0,0,client_1
854,L48033,L,296.3,307.3,1444,49.0,13,0,0,0,0,0,0,client_1
7722,L54901,L,300.5,311.6,1425,42.4,102,0,0,0,0,0,0,client_1
7172,M22031,M,300.2,310.2,1438,51.5,7,0,0,0,0,0,0,client_1
9748,L56927,L,298.8,310.1,1481,47.4,187,0,0,0,0,0,0,client_1
1547,L48726,L,298.4,308.9,1391,48.4,100,0,0,0,0,0,0,client_1
761,L47940,L,296.7,307.8,1505,39.4,236,0,0,0,0,0,0,client_1
1480,L48659,L,298.2,309.3,1355,43.8,142,0,0,0,0,0,0,client_1
6665,L53844,L,301.3,310.4,1538,38.4,195,0,0,0,0,0,0,client_1
6592,L53771,L,301.7,310.7,2023,20.9,5,0,0,0,0,0,0,client_1
1198,M16057,M,296.9,307.9,1441,47.6,60,0,0,0,0,0,0,client_1
1266,L48445,L,297.9,309.4,1558,35.7,39,0,0,0,0,0,0,client_1
5106,L52285,L,304.1,313.4,1374,56.6,115,0,0,0,0,0,0,client_1
5666,L52845,L,302.3,311.4,1845,21.9,27,0,0,0,0,0,0,client_1
8650,L55829,L,297.4,308.4,1328,61.8,98,0,0,0,0,0,0,client_1
9764,M24623,M,298.6,309.6,1635,29.7,9,0,0,0,0,0,0,client_1
9853,L57032,L,298.6,309.4,1316,51.4,52,0,0,0,0,0,0,client_1
9533,L56712,L,299.2,310.5,1384,48.7,93,0,0,0,0,0,0,client_1
7509,M22368,M,300.5,311.9,1730,27.5,209,0,0,0,0,0,0,client_1
7616,L54795,L,300.5,311.4,1442,47.0,53,0,0,0,0,0,0,client_1
6974,L54153,L,300.7,311.0,1462,41.9,126,0,0,0,0,0,0,client_1
6476,L53655,L,300.5,309.7,1560,30.2,139,0,0,0,0,0,0,client_1
9718,L56897,L,298.9,309.9,1500,44.2,115,0,0,0,0,0,0,client_1
6575,L53754,L,301.4,310.6,1578,33.0,181,0,0,0,0,0,0,client_1
2653,L49832,L,299.9,309.5,1772,23.5,167,0,0,0,0,0,0,client_1
8975,L56154,L,296.8,307.5,1474,42.4,107,0,0,0,0,0,0,client_1
930,L48109,L,295.6,306.0,1419,51.1,7,0,0,0,0,0,0,client_1
4049,L51228,L,301.9,311.0,2691,12.1,31,1,0,0,1,0,0,client_1
8633,L55812,L,297.3,308.3,1590,35.5,59,0,0,0,0,0,0,client_1
5527,L52706,L,302.5,311.9,1520,44.9,94,0,0,0,0,0,0,client_1
3720,L50899,L,302.4,311.5,1590,39.9,58,0,0,0,0,0,0,client_1
2052,M16911,M,299.4,309.2,1470,44.4,135,0,0,0,0,0,0,client_1
5800,L52979,L,301.5,310.8,1593,34.5,162,0,0,0,0,0,0,client_1
9559,M24418,M,299.5,310.9,1577,34.6,159,0,0,0,0,0,0,client_1
1042,L48221,L,296.6,307.6,1809,25.1,86,0,0,0,0,0,0,client_1
4018,L51197,L,302.0,310.8,1902,23.4,188,0,0,0,0,0,0,client_1
7039,L54218,L,300.7,310.6,1654,34.2,89,0,0,0,0,0,0,client_1
5883,L53062,L,301.4,311.1,1469,36.9,133,0,0,0,0,0,0,client_1
305,L47484,L,297.8,308.4,1737,27.5,146,0,0,0,0,0,0,client_1
5725,L52904,L,302.3,311.8,1433,50.3,183,0,0,0,0,0,0,client_1
5018,L52197,L,303.9,313.0,1483,45.0,78,0,0,0,0,0,0,client_1
7521,L54700,L,300.2,311.6,1529,35.5,21,0,0,0,0,0,0,client_1
866,L48045,L,295.9,306.6,1414,50.2,51,0,0,0,0,0,0,client_1
3557,L50736,L,301.9,310.8,1735,31.5,66,0,0,0,0,0,0,client_1
3467,L50646,L,301.7,310.6,1447,56.9,47,0,0,0,0,0,0,client_1
2578,L49757,L,299.5,309.4,1563,41.5,183,0,0,0,0,0,0,client_1
8935,L56114,L,297.3,308.2,1601,35.7,9,0,0,0,0,0,0,client_1
8239,L55418,L,299.1,310.4,1519,45.3,92,0,0,0,0,0,0,client_1
5920,L53099,L,300.6,310.3,1414,50.6,25,0,0,0,0,0,0,client_1
4980,M19839,M,303.7,312.7,1612,36.3,200,0,0,0,0,0,0,client_1
383,L47562,L,297.5,308.5,1335,48.0,131,0,0,0,0,0,0,client_1
5522,L52701,L,302.6,311.9,1397,46.9,82,0,0,0,0,0,0,client_1
9156,L56335,L,297.5,308.5,1340,57.4,143,0,0,0,0,0,0,client_1
2616,L49795,L,299.3,309.0,1516,38.7,64,0,0,0,0,0,0,client_1
207,L47386,L,298.5,308.7,1609,35.3,117,0,0,0,0,0,0,client_1
3460,L50639,L,301.5,310.4,1270,54.2,26,0,0,0,0,0,0,client_1
8222,M23081,M,299.1,310.5,1428,43.0,53,0,0,0,0,0,0,client_1
8164,L55343,L,299.7,311.1,1574,36.4,135,0,0,0,0,0,0,client_1
7202,L54381,L,300.0,309.8,1474,40.6,78,0,0,0,0,0,0,client_1
2693,L49872,L,300.1,309.7,1641,30.4,41,0,0,0,0,0,0,client_1
8585,L55764,L,297.4,307.9,1390,47.7,156,0,0,0,0,0,0,client_1
9308,L56487,L,298.3,309.1,1395,49.8,133,0,0,0,0,0,0,client_1
6094,L53273,L,301.0,310.8,1375,57.2,20,0,0,0,0,0,0,client_1
1439,L48618,L,298.8,309.9,1482,39.1,45,0,0,0,0,0,0,client_1
7411,L54590,L,299.9,311.0,1747,27.6,177,0,0,0,0,0,0,client_1
6238,L53417,L,301.4,310.9,1414,38.8,162,0,0,0,0,0,0,client_1
387,L47566,L,297.6,308.7,1319,50.9,141,0,0,0,0,0,0,client_1
4810,L51989,L,303.4,312.2,1656,32.7,195,0,0,0,0,0,0,client_1
9826,L57005,L,298.4,309.2,1610,32.4,194,0,0,0,0,0,0,client_1
9115,L56294,L,297.6,308.7,1476,39.0,44,0,0,0,0,0,0,client_1
5085,L52264,L,304.1,313.1,1969,20.8,59,0,0,0,0,0,0,client_1
2758,L49937,L,299.8,309.2,1439,36.1,203,0,0,0,0,0,0,client_1
6729,L53908,L,301.5,310.9,1891,23.2,122,0,0,0,0,0,0,client_1
802,L47981,L,296.9,307.8,1285,52.1,100,0,0,0,0,0,0,client_1
958,M15817,M,295.7,306.4,1387,40.1,81,0,0,0,0,0,0,client_1
4658,L51837,L,303.1,311.2,1628,35.2,23,0,0,0,0,0,0,client_1
6706,M21565,M,301.5,310.6,1382,58.1,67,0,0,0,0,0,0,client_1
4005,L51184,L,302.0,311.1,1373,55.7,157,0,0,0,0,0,0,client_1
18,M14877,M,298.7,309.2,1410,45.6,47,0,0,0,0,0,0,client_1
6020,L53199,L,300.7,310.8,1519,43.9,55,0,0,0,0,0,0,client_1
948,L48127,L,295.6,306.2,1428,44.5,51,0,0,0,0,0,0,client_1
3455,L50634,L,301.5,310.4,1918,21.8,9,0,0,0,0,0,0,client_1
8967,L56146,L,297.1,307.8,1636,30.3,90,0,0,0,0,0,0,client_1
9119,L56298,L,297.6,308.6,1526,42.1,57,0,0,0,0,0,0,client_1
705,L47884,L,297.7,308.9,1516,33.7,92,0,0,0,0,0,0,client_1
6630,L53809,L,301.6,310.5,1397,49.4,104,0,0,0,0,0,0,client_1
189,L47368,L,298.3,308.5,1606,33.6,67,0,0,0,0,0,0,client_1
6866,L54045,L,301.1,311.4,1531,38.7,55,0,0,0,0,0,0,client_1
5275,L52454,L,303.6,313.0,1617,30.9,122,0,0,0,0,0,0,client_1
9820,M24679,M,298.6,309.4,1464,36.9,179,0,0,0,0,0,0,client_1
2669,M17528,M,299.8,309.3,1640,31.1,211,0,0,0,0,0,0,client_1
6157,L53336,L,301.1,311.1,1508,41.5,184,0,0,0,0,0,0,client_1
2855,L50034,L,300.5,309.3,1470,40.8,219,0,0,0,0,0,0,client_1
8064,M22923,M,300.3,311.7,1551,36.4,84,0,0,0,0,0,0,client_1
3512,L50691,L,301.8,311.0,1322,53.0,166,0,0,0,0,0,0,client_1
4062,L51241,L,301.9,310.8,1906,21.7,62,0,0,0,0,0,0,client_1
7623,M22482,M,300.6,311.6,1473,31.5,69,0,0,0,0,0,0,client_1
9330,L56509,L,298.5,309.1,1474,41.3,189,0,0,0,0,0,0,client_1
7659,M22518,M,300.4,311.6,1359,55.4,160,0,0,0,0,0,0,client_1
4408,L51587,L,302.3,310.2,1394,55.4,57,0,0,0,0,0,0,client_1
637,L47816,L,298.3,309.9,1463,43.9,116,0,0,0,0,0,0,client_1
6350,L53529,L,300.1,309.8,1506,35.2,21,0,0,0,0,0,0,client_1
130,L47309,L,298.9,308.5,1559,34.3,126,0,0,0,0,0,0,client_1
2591,L49770,L,299.0,308.7,1396,48.6,0,0,0,0,0,0,0,client_1
1019,L48198,L,296.3,307.2,1291,58.6,29,0,0,0,0,0,0,client_1
4888,L52067,L,303.7,312.5,1481,33.3,182,0,0,0,0,0,0,client_1
1498,L48677,L,298.0,308.7,1629,34.3,191,0,0,0,0,0,0,client_1
1761,L48940,L,298.1,307.5,1684,33.1,200,0,0,0,0,0,0,client_1
5940,L53119,L,300.5,310.5,1409,60.9,73,0,0,0,0,0,0,client_1
163,L47342,L,298.3,308.1,1586,35.5,0,0,0,0,0,0,0,client_1
9486,L56665,L,298.9,309.6,1589,34.2,197,0,0,0,0,0,0,client_1
7049,L54228,L,300.6,310.4,2007,19.8,116,0,0,0,0,0,0,client_1
3986,L51165,L,302.3,311.2,1386,50.3,110,0,0,0,0,0,0,client_1
9272,L56451,L,298.2,308.7,1991,20.5,36,0,0,0,0,0,0,client_1
8798,L55977,L,297.2,308.3,1569,31.2,63,0,0,0,0,0,0,client_1
6140,L53319,L,300.8,310.7,1586,33.4,142,0,0,0,0,0,0,client_1
3406,M18265,M,301.3,310.4,1635,32.5,110,0,0,0,0,0,0,client_1
9743,L56922,L,298.9,310.2,1623,37.2,177,0,0,0,0,0,0,client_1
9595,L56774,L,299.1,310.3,1727,28.7,43,0,0,0,0,0,0,client_1
6988,L54167,L,300.7,311.1,2437,13.8,163,0,0,0,0,0,0,client_1
8809,L55988,L,297.4,308.6,1446,48.1,88,0,0,0,0,0,0,client_1
9854,L57033,L,298.6,309.4,1525,37.8,54,0,0,0,0,0,0,client_1
4270,L51449,L,302.6,311.0,1610,39.2,152,0,0,0,0,0,0,client_1
2031,L49210,L,298.9,308.6,1400,49.5,79,0,0,0,0,0,0,client_1
2743,L49922,L,299.6,309.1,1369,51.4,164,0,0,0,0,0,0,client_1
2347,L49526,L,299.2,308.4,1402,47.7,24,0,0,0,0,0,0,client_1
7839,L55018,L,300.2,311.6,1372,49.2,195,0,0,0,0,0,0,client_1
8169,L55348,L,299.7,311.1,1690,30.6,148,0,0,0,0,0,0,client_1
9851,M24710,M,298.5,309.3,1498,34.6,46,0,0,0,0,0,0,client_1
3284,L50463,L,301.2,309.9,1449,45.5,23,0,0,0,0,0,0,client_1
1737,L48916,L,298.4,307.9,1544,35.9,132,0,0,0,0,0,0,client_1
8711,L55890,L,297.1,308.5,1712,32.1,48,0,0,0,0,0,0,client_1
4605,L51784,L,302.9,311.0,1820,24.6,128,0,0,0,0,0,0,client_1
9847,L57026,L,298.3,309.0,1339,58.8,35,0,0,0,0,0,0,client_1
8459,L55638,L,298.7,309.9,1753,26.8,40,0,0,0,0,0,0,client_1
1343,M16202,M,298.6,310.1,1596,33.0,15,0,0,0,0,0,0,client_1
7919,L55098,L,300.8,312.1,1505,41.3,173,0,0,0,0,0,0,client_1
2836,L50015,L,300.3,309.2,1572,32.0,173,0,0,0,0,0,0,client_1
5146,L52325,L,304.5,313.7,1670,32.9,7,0,0,0,0,0,0,client_1
334,L47513,L,297.5,308.2,1647,31.3,3,0,0,0,0,0,0,client_1
4091,L51270,L,302.0,310.5,2197,15.8,133,0,0,0,0,0,0,client_1
2661,L49840,L,299.8,309.3,1291,56.4,188,0,0,0,0,0,0,client_1
838,L48017,L,296.6,307.4,1465,47.8,187,0,0,0,0,0,0,client_1
9757,L56936,L,298.6,309.8,1597,35.9,213,0,0,0,0,0,0,client_1
6407,L53586,L,300.2,309.8,1526,45.6,175,0,0,0,0,0,0,client_1
6820,L53999,L,300.9,310.7,1359,46.0,151,0,0,0,0,0,0,client_1
1750,L48929,L,298.3,307.7,1576,33.8,171,0,0,0,0,0,0,client_1
1275,H30688,H,298.1,309.5,1530,40.2,65,0,0,0,0,0,0,client_1
8669,L55848,L,297.5,308.8,1502,45.9,150,0,0,0,0,0,0,client_1
5815,M20674,M,301.3,311.0,1402,47.5,197,0,0,0,0,0,0,client_1
1295,L48474,L,298.8,309.9,1486,40.3,126,0,0,0,0,0,0,client_1
2459,L49638,L,299.0,308.6,1434,45.9,108,0,0,0,0,0,0,client_1
3445,L50624,L,301.5,310.6,1381,50.7,206,0,0,0,0,0,0,client_1
4784,L51963,L,303.7,312.5,1641,36.0,125,0,0,0,0,0,0,client_1
3851,M18710,M,302.3,311.0,1421,41.3,182,0,0,0,0,0,0,client_1
6247,H35660,H,300.8,310.3,1457,46.8,182,0,0,0,0,0,0,client_1
1398,L48577,L,299.1,310.2,1569,38.2,155,0,0,0,0,0,0,client_1
5871,L53050,L,301.5,311.1,2055,16.8,105,0,0,0,0,0,0,client_1
8612,L55791,L,297.4,308.3,1472,45.5,2,0,0,0,0,0,0,client_1
3696,L50875,L,302.2,311.3,1530,37.3,207,1,1,0,0,0,0,client_1
1743,L48922,L,298.5,308.0,1379,49.6,152,0,0,0,0,0,0,client_1
427,L47606,L,297.4,308.5,1501,44.9,20,0,0,0,0,0,0,client_1
627,L47806,L,298.4,310.1,1533,35.2,92,0,0,0,0,0,0,client_1
3564,M18423,M,301.8,310.7,1465,35.8,82,0,0,0,0,0,0,client_1
8207,L55386,L,299.3,310.8,1483,43.5,15,0,0,0,0,0,0,client_1
186,L47365,L,298.2,308.2,1446,38.2,61,0,0,0,0,0,0,client_1
6598,L53777,L,301.5,310.6,1481,46.8,20,0,0,0,0,0,0,client_1
4206,L51385,L,302.3,310.8,1723,26.3,213,0,0,0,0,0,0,client_1
1729,L48908,L,298.3,307.7,1465,49.4,109,0,0,0,0,0,0,client_1
6216,L53395,L,301.1,310.8,1521,41.0,99,0,0,0,0,0,0,client_1
4758,L51937,L,303.4,311.6,1497,42.8,58,0,0,0,0,0,0,client_1
5549,L52728,L,302.3,311.8,1605,35.2,152,0,0,0,0,0,0,client_1
7472,L54651,L,300.3,311.7,1365,53.3,113,0,0,0,0,0,0,client_1
3584,L50763,L,301.8,310.7,1751,29.3,133,0,0,0,0,0,0,client_1
6807,L53986,L,301.1,310.8,1608,32.9,119,0,0,0,0,0,0,client_1
2688,L49867,L,299.9,309.4,1348,52.8,31,0,0,0,0,0,0,client_1
4275,L51454,L,302.4,310.6,1445,40.3,162,0,0,0,0,0,0,client_1
1504,L48683,L,298.0,308.7,1771,26.2,206,0,0,0,0,0,0,client_1
2504,L49683,L,299.2,309.0,1408,47.2,0,0,0,0,0,0,0,client_1
4178,L51357,L,302.5,310.9,1477,39.2,144,0,0,0,0,0,0,client_1
747,L47926,L,296.8,308.1,1289,62.0,199,1,0,0,0,1,0,client_1
7413,L54592,L,300.0,311.0,1637,33.6,181,0,0,0,0,0,0,client_1
3786,L50965,L,302.3,310.9,1545,36.7,18,0,0,0,0,0,0,client_1
5746,L52925,L,302.1,311.5,1987,20.1,21,0,0,0,0,0,0,client_1
8466,M23325,M,298.7,309.8,1475,40.5,59,0,0,0,0,0,0,client_1
7792,L54971,L,300.1,311.4,1418,47.7,73,0,0,0,0,0,0,client_1
3723,L50902,L,302.2,311.2,1451,41.8,66,0,0,0,0,0,0,client_1
4028,L51207,L,302.0,311.0,1566,37.8,218,0,0,0,0,0,0,client_1
5182,L52361,L,304.0,313.1,1720,28.7,106,0,0,0,0,0,0,client_1
8454,L55633,L,298.6,309.9,1564,37.1,30,0,0,0,0,0,0,client_1
467,L47646,L,297.2,308.5,1550,41.5,125,0,0,0,0,0,0,client_1
2415,L49594,L,299.1,308.5,1415,43.4,0,0,0,0,0,0,0,client_1
513,L47692,L,297.5,309.2,1426,44.8,24,0,0,0,0,0,0,client_1
6441,L53620,L,300.6,310.2,1648,31.7,46,0,0,0,0,0,0,client_1
277,M15136,M,298.0,307.9,1750,26.6,67,0,0,0,0,0,0,client_1
6111,L53290,L,300.7,310.8,1534,41.3,69,0,0,0,0,0,0,client_1
29,L47208,L,299.1,309.4,1439,44.2,82,0,0,0,0,0,0,client_1
3117,L50296,L,300.0,309.2,1566,34.4,18,0,0,0,0,0,0,client_1
9470,L56649,L,298.6,309.4,1698,33.2,147,0,0,0,0,0,0,client_1
4123,L51302,L,302.2,310.6,1462,43.6,0,0,0,0,0,0,0,client_1
563,L47742,L,297.6,309.5,1574,30.9,151,0,0,0,0,0,0,client_1
2948,L50127,L,300.7,309.5,1592,29.0,17,0,0,0,0,0,0,client_1
78,L47257,L,298.8,308.9,1455,41.3,208,1,1,0,0,0,0,client_1
6076,L53255,L,301.0,310.9,1813,28.5,197,0,0,0,0,0,0,client_1
3392,L50571,L,301.5,310.7,1466,47.3,77,0,0,0,0,0,0,client_1
6790,M21649,M,301.1,310.5,1646,30.7,76,0,0,0,0,0,0,client_1
1630,M16489,M,297.9,307.9,1336,54.4,82,0,0,0,0,0,0,client_1
8177,L55356,L,299.8,311.2,1564,40.0,172,0,0,0,0,0,0,client_1
8922,L56101,L,297.1,308.1,1633,33.3,192,0,0,0,0,0,0,client_1
7317,L54496,L,299.9,310.4,1497,47.0,150,0,0,0,0,0,0,client_1
7587,L54766,L,300.4,311.1,1589,35.5,191,0,0,0,0,0,0,client_1
4962,L52141,L,303.9,312.7,1800,24.3,158,0,0,0,0,0,0,client_1
4790,L51969,L,303.8,312.8,1646,35.8,143,0,0,0,0,0,0,client_1
7426,M22285,M,300.0,311.4,1791,24.1,213,0,0,0,0,0,0,client_1
1735,M16594,M,298.5,308.1,1501,39.2,127,0,0,0,0,0,0,client_1
9919,L57098,L,298.4,308.8,1352,56.7,24,0,0,0,0,0,0,client_1
8210,L55389,L,299.3,310.8,1391,46.9,21,0,0,0,0,0,0,client_1
270,L47449,L,298.0,308.0,1524,37.0,49,0,0,0,0,0,0,client_1
8520,L55699,L,298.3,309.6,1420,44.1,197,0,0,0,0,0,0,client_1
3761,L50940,L,302.3,310.9,1377,46.8,166,1,0,1,0,0,0,client_1
2875,L50054,L,300.6,309.5,1471,49.6,29,0,0,0,0,0,0,client_1
4699,L51878,L,303.4,311.6,1564,41.9,137,0,0,0,0,0,0,client_1
327,L47506,L,297.7,308.5,1501,41.4,201,0,0,0,0,0,0,client_1
4965,L52144,L,303.9,312.7,1602,33.9,165,0,0,0,0,0,0,client_1
463,L47642,L,297.4,308.7,1433,43.4,116,0,0,0,0,0,0,client_1
291,L47470,L,298.1,308.4,1438,45.6,105,0,0,0,0,0,0,client_1
9185,L56364,L,298.0,309.2,1665,36.6,22,0,0,0,0,0,0,client_1
5302,L52481,L,303.8,313.1,1309,55.8,193,0,0,0,0,0,0,client_1
6404,L53583,L,300.1,309.6,1649,33.6,168,0,0,0,0,0,0,client_1
2088,L49267,L,299.5,309.3,1577,36.6,14,0,0,0,0,0,0,client_1
5996,L53175,L,300.6,310.3,1920,22.3,223,0,0,0,0,0,0,client_1
2107,L49286,L,299.4,309.1,1645,28.6,57,0,0,0,0,0,0,client_1
8943,L56122,L,297.3,308.3,2188,17.0,32,0,0,0,0,0,0,client_1
5949,L53128,L,300.7,310.8,2113,18.5,95,0,0,0,0,0,0,client_1
3419,H32832,H,301.6,310.6,1555,40.4,139,0,0,0,0,0,0,client_1
4613,L51792,L,303.0,311.3,2194,16.5,148,0,0,0,0,0,0,client_1
9325,L56504,L,298.6,309.3,1537,37.6,175,0,0,0,0,0,0,client_1
9071,L56250,L,297.1,308.2,1427,45.2,136,0,0,0,0,0,0,client_1
8766,L55945,L,297.4,308.8,1353,49.4,188,0,0,0,0,0,0,client_1
985,L48164,L,296.3,307.1,1419,48.6,142,0,0,0,0,0,0,client_1
7797,L54976,L,300.1,311.5,1454,52.4,90,0,0,0,0,0,0,client_1
2192,L49371,L,299.6,309.0,1648,33.6,70,0,0,0,0,0,0,client_1
8296,L55475,L,298.9,310.4,1739,26.3,30,0,0,0,0,0,0,client_1
1147,L48326,L,297.0,307.9,1529,42.2,157,0,0,0,0,0,0,client_1
7154,L54333,L,300.2,310.0,1493,47.3,172,0,0,0,0,0,0,client_1
7921,L55100,L,300.8,312.0,1382,49.3,177,0,0,0,0,0,0,client_1
35,M14894,M,298.8,309.1,1559,34.7,95,0,0,0,0,0,0,client_1
1896,L49075,L,297.9,307.6,1344,54.3,151,0,0,0,0,0,0,client_1
7315,L54494,L,299.9,310.3,1268,53.3,146,0,0,0,0,0,0,client_1
5228,L52407,L,303.9,313.1,1440,41.1,12,0,0,0,0,0,0,client_1
713,L47892,L,297.5,308.7,1453,37.6,112,0,0,0,0,0,0,client_1
7575,L54754,L,300.4,311.1,1487,37.4,162,0,0,0,0,0,0,client_1
4514,L51693,L,302.4,310.3,1900,24.4,113,0,0,0,0,0,0,client_1
4443,L51622,L,302.5,310.2,1563,34.8,150,0,0,0,0,0,0,client_1
